"ID_COMCOM","Nom_COMCOM","ID","nom_ID","ID_TTP","NOM_TTP","X","Y","Nature","Type_eau","Permeabilité","Prof","K_aut_jr","K_autres","V_prel_2019","K_hydro_moy_1","K_hydro_moy_2","K_hydro_moy_3","K_hydro_moy_4","K_hydro_moy_5","K_hydro_moy_6","K_hydro_moy_7","K_hydro_moy_8","K_hydro_moy_9","K_hydro_moy_10","K_hydro_moy_11","K_hydro_moy_12","K_hydro_sec_1","K_hydro_sec_2","K_hydro_sec_3","K_hydro_sec_4","K_hydro_sec_5","K_hydro_sec_6","K_hydro_sec_7","K_hydro_sec_8","K_hydro_sec_9","K_hydro_sec_10","K_hydro_sec_11","K_hydro_sec_12","K_hydro_Etendue_1","K_hydro_Etendue_2","K_hydro_Etendue_3","K_hydro_Etendue_4","K_hydro_Etendue_5","K_hydro_Etendue_6","K_hydro_Etendue_7","K_hydro_Etendue_8","K_hydro_Etendue_9","K_hydro_Etendue_10","K_hydro_Etendue_11","K_hydro_Etendue_12","Type"
"4","CCPF","29000157","CHEFFONTAINES","T4022","Station de Cheffontaine",174065,6778765,NA,1,7e-05,"5",480,NA,91161,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"4","CCPF","290001571","Forage Cheffontaines","T4022","Station de Cheffontaine",174085,6778785,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","29002055","Keraven","T4021","Usine de Keraven",171606.7,6777182.01999999,NA,0,7e-05,"1",2000,NA,171404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7884,0.645387096774193,0.5,0.642251612903227,1,1,1,1,1,1,1,1,0.67014,0.548579032258064,0.425,0.545913870967743,0.85,1,"OUV"
"4","CCPF","290020551","Forage Keraven","T4021","Usine de Keraven",173076,6777071,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","290020552","Guénodou","T4021","Usine de Keraven",173056,6777051,NA,1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","290021101","Forage Roud Gwen","T4031","Station de Roud Guen",172550.644,6780779.406,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","29002110","ROUD GUEN PUITS PRINCIPAL","T4031","Station de Roud Guen",172530.644,6780759.406,"Puits",1,7e-05,"7",800,NA,267473,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"4","CCPF","29000198","Creach Queta","T4041","Usine de Penalen",174220.39,6782919.41999999,"Prise en rivière",0,7e-05,"1",2400,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7884,0.645387096774193,0.5,0.642251612903227,1,1,1,1,1,1,1,1,0.67014,0.548579032258064,0.425,0.545913870967743,0.85,1,"OUV"
"4","CCPF","290013191","Forage Bois de mur","T4051","Station de Lanveron",178668,6784614,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","290013192","Forage Lanveron","T4051","Station de Lanveron",178658,6784634,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","29001319","TROUARN SECONDAIRE","T4051","Station de Lanveron",178678,6784594,"Puits",1,7e-05,"5",750,NA,158132,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"4","CCPF","290001971","Forage Kervrancel-Rosnabat","T4041","Usine de Penalen",176912.64,6779054.29,"Forage",1,7e-05,"40",0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","29000197","Penalen","T4041","Usine de Penalen",176892.64,6779024.29,"Prise en retenue",0,7e-05,"1",1600,NA,846812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7884,0.645387096774193,0.5,0.642251612903227,1,1,1,1,1,1,1,1,0.67014,0.548579032258064,0.425,0.545913870967743,0.85,1,"OUV"
"4","CCPF","29002043","KERASPLOC'H","T4012","Station de Kerourgue",175208,6776748,"Forage",1,7e-05,"85",500,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","29002240","BREHOULOU","T4012","Station de Kerourgue",176455,6777430,NA,1,7e-05,"100",552,NA,182510,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"4","CCPF","2900224","BREHOULOU 2","T4012","Station de Brehoulou",176465,6777440,"Forage",1,7e-05,"7",500,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"5","CCPCP","29000232","RUNIGOU VIHAN","T5151","Station de Runigou Vihan",178416,6807880,"Puits",1,7e-05,"5",400,NA,68839,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000202","TOULHARN","T5161","Station de Toulharn",181943,6807902,"Puits",1,7e-05,"3",300,NA,84802,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000203","MOULIN NEUF","T5162","Station de Moulin Neuf",179041,6807356,"Puits",1,7e-05,"5",500,NA,113193,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000252","MADELEINE","T5121","Station de Garzolic",186356,6820774,"Forage",1,7e-05,"19",360,NA,84568,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"5","CCPCP","29000180","GARS AR GARO-FORAGE","T5131","Usine Gars ar Garo / Station du réservoir du bourg",189584,6817316,"Forage",1,7e-05,"58",100,NA,4193,1,1,1,1,1,1,1,1,1,1,1,1,0.83591875,0.8361425,0.84296375,0.84064625,0.82707625,0.79065,0.87370125,0.8545725,0.86617875,0.85102,0.86369625,0.77897625,0.7105309375,0.710721125,0.7165191875,0.7145493125,0.7030148125,0.6720525,0.7426460625,0.726386625,0.7362519375,0.723367,0.7341418125,0.6621298125,"OUV"
"5","CCPCP","29000187","KERGAOC","T5031","Station de Kergaoc",164192,6814598,"Puits",1,7e-05,"5",300,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29000188","LEZAFF","T5032","Station de Kernevez",166032,6813565,"Puits",1,7e-05,"5",180,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
"5","CCPCP","29001506","COATILIGER FOR SS","T5071","Station de Coatiliger",177222,6816025,"Puits",1,7e-05,"6",50,NA,NA,1,1.00065975852239,0.949766990540693,0.821113298133596,0.727953279658744,0.656108896533901,0.529383673419642,0.451356537957291,0.387016868961987,0.413303459483503,0.800328519636184,1,0.8,0.8,0.77806881718414,0.604917777847222,0.457052419321237,0.368730555486111,0.313350806458333,0.283477150571237,0.251720833326389,0.239930107517473,0.260418055555555,0.554360215141128,0.68,0.68,0.661358494606519,0.514180111170138,0.388494556423051,0.313420972163194,0.266348185489583,0.240955577985551,0.213962708327431,0.203940591389852,0.221355347222222,0.471206182869959,"OUV"
