"ID_lien","ID_depart_txt","ID_depart","Type_depart","Nom_depart","ID_URD_depart","ID_CC_depart","X_depart","Y_depart","ID_arrivee_txt","ID_arrivee","Type_arrivee","Nom_arrivee","ID_URD_arrivee","ID_CC_arrivee","X_arrivee","Y_arrivee","Long_km","Diam_mm","K_max","distance","Diametre"
"R6141_R4051","R6141","R6141","RES","Réservoir de Cuzon","614","6",173081,6790894,"R4051","R4051","RES","Réservoir de Lanvéron","405","4",179265,6784107,NA,NA,NA,13.4822477699986,1200
"R7001_103","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"103","103","URD","Rosnoën","103","1",166624.746579889,6821111.80613785,NA,NA,NA,10.0275943775165,100
"R7001_104","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"104","104","URD","Le Faou","104","1",171101.234929611,6824518.92254778,NA,NA,NA,21.7687796293232,100
"R7001_105","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"105","105","URD","Pont-de-Buis-lès-Quimerch","105","1",173373.893553704,6820842.24968762,NA,NA,NA,15.7433731649422,100
"R7001_106","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"106","106","URD",NA,"105","1",173373.893553704,6820842.24968762,NA,NA,NA,6.92604660591631,100
"R7001_502","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"502","502","URD","Saint-Nic","502","5",159954.142853709,6814986.12304709,NA,NA,NA,10.6588208818796,100
"R7001_503","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"503","503","URD","Dinéault","503","5",168438.65859893,6814964.18790196,NA,NA,NA,6.92604660591631,100
"R7001_504","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"504","504","URD","Plomodiern","504","5",164319.590001085,6811231.74586201,NA,NA,NA,21.0285939468451,100
"R7001_507","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"507","507","URD","Saint-Ségal","507","5",175208.296334568,6816362.14472976,NA,NA,NA,21.0285939468451,100
"R7001_508","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"508","508","URD","Port-Launay","508","5",174711.233584529,6814399.53245704,NA,NA,NA,21.0285939468451,100
"R7001_509","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"509","509","URD","Châteaulin","509","5",175165.611286764,6812701.90411421,NA,NA,NA,18.0688455994824,400
"R7001_512","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,NA,NA,NA,23.3683834114405,100
"R7001_R1021","R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,"R1021","R1021","RES","Reservoir de la Montagne","102","1",157873.070389,6817415.92364,NA,NA,NA,23.3683834114405,1200
"R7002_505","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"505","505","URD","Ploéven","505","5",164416.763486536,6808679.19458692,NA,NA,NA,25.8981958581429,100
"R7002_510","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"510","510","URD","Saint-Coulitz","510","5",175467.869731036,6810361.00850406,NA,NA,NA,25.8981958581429,100
"R7002_511","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"511","511","URD","Cast","511","5",171286.211306641,6807019.18738507,NA,NA,NA,23.6684061856881,100
"R7002_515","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"515","515","URD","Lothey","515","5",178533.321554203,6810267.95171632,NA,NA,NA,23.6684061856881,100
"R7002_601","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"601","601","URD","Quéménéven","601","6",169120.871753047,6803775.29286428,NA,NA,NA,27.0965758765953,100
"R7002_R7001","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,NA,NA,NA,27.0965758765953,1200
"R7002_R7003","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,NA,NA,NA,27.0965758765953,1200
"R7002_R7004","R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,"R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,NA,NA,NA,28.7077451741051,1200
"R7003_202","R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,"202","202","URD","Kerlaz","202","2",159985.935129193,6801640.38951425,NA,NA,NA,17.1962944956745,100
"R7003_506","R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,"506","506","URD","Plonévez-Porzay","506","5",162149.184875617,6805464.72123989,NA,NA,NA,26.7192718301314,100
"R7003_602","R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,"602","602","URD","Locronan","602","6",163787.534107518,6802031.51526491,NA,NA,NA,26.7192718301314,100
"R7003_603","R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,"603","603","URD","Plogonnec","603","6",167572.876055015,6798865.46268076,NA,NA,NA,26.7192718301314,100
"R7003_R2031","R7003","R7003","RES","Réservoir de Locronan","700","7",164586.171208,6801363.42638,"R2031","R2031","RES","Réservoir du Moulin (Le Juch)","203","2",160775,6795343,NA,NA,NA,25.2017827626927,1200
"R7004_608","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"608","608","URD","Ergué-Gabéric","608","6",178161.159119172,6791151.44620519,NA,NA,NA,26.8253627223534,200
"R7004_609","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"609","609","URD","Briec","609","6",178034.071447081,6800262.81841015,NA,NA,NA,26.8253627223534,200
"R7004_610","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"610","610","URD","Edern","610","6",182717.227947833,6802708.92645351,NA,NA,NA,24.9587891707612,100
"R7004_611","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"611","611","URD","Landrévarzec","611","6",173946.469559406,6800166.66580166,NA,NA,NA,24.9587891707612,100
"R7004_612","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"612","612","URD","Landudal","612","6",180829.35211572,6795877.37776432,NA,NA,NA,23.1368135929147,100
"R7004_613","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"613","613","URD","Langolen","613","6",185553.207300779,6797410.7738982,NA,NA,NA,23.1368135929147,100
"R7004_614","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"614","614","URD","Quimper","614","6",171831.25532953,6790031.36522016,NA,NA,NA,24.6683811022028,900
"R7004_R6141","R7004","R7004","RES","Réservoir de Briec","700","7",175741,6803676,"R6141","R6141","RES","Réservoir de Cuzon","614","6",173081,6790894,NA,NA,NA,24.6683811022028,1200
"T1011_101","T1011","T1011","TTP","Crozon-Ouest","101","1",150581.8103,6819324.0725,"101","101","URD","Crozon-Ouest","101","1",143432.698138099,6821407.46682621,NA,NA,NA,48.2352657310113,300
"T1021_R1021","T1021","T1021","TTP","Crozon-Est","101","1",157067.1604,6819380.9779,"R1021","R1021","RES","Reservoir de la Montagne","102","1",157873.070389,6817415.92364,NA,NA,NA,41.6994565504455,300
"T1041_104","T1041","T1041","TTP","Le Faou","104","1",175623.3558,6818089.1598,"104","104","URD","Le Faou","104","1",171101.234929611,6824518.92254778,NA,NA,NA,34.2012898125967,100
"T1051_105","T1051","T1051","TTP","Pont-de-Buis-lès-Quimerch","105","1",172507.7088,6823262.202,"105","105","URD","Pont-de-Buis-lès-Quimerch","105","1",173373.893553704,6820842.24968762,NA,NA,NA,39.7585248662227,100
"T1052_106","T1052","T1052","TTP","Pont-de-Buis-lès-Quimerch","106","1",175623.3558,6818089.1598,"106","106","URD",NA,"106","1",173373.893553704,6820842.24968762,NA,NA,NA,12.3127870915187,100
"T2011_201","T2011","T2011","TTP","Douarnenez","201","2",154331.8337,6800262.2294,"201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,NA,NA,NA,20.0597973458831,400
"T2012_201","T2012","T2012","TTP","Douarnenez","201","2",157288.1956,6801273.622,"201","201","URD","Douarnenez","201","2",155089.182485056,6800831.8788118,NA,NA,NA,14.38775419714,600
"T2031_R2031","T2031","T2031","TTP","Le Juch-Pouldergat","203","2",155399.0814,6795555.0474,"R2031","R2031","RES","Réservoir du Moulin (Le Juch)","203","2",160775,6795343,NA,NA,NA,20.3809686033619,100
"T2041_204","T2041","T2041","TTP","Poullan-sur-Mer","204","2",149472.0366,6799634.4576,"204","204","URD","Poullan-sur-mer 
","204","2",149894.812931315,6800975.80760374,NA,NA,NA,20.9859231154697,100
"T3011_R3011","T3011","T3011","TTP","Saint-avé","301","3",157621.062,6790916.4234,"R3011","R3011","RES","Réservoir de Kerandoaré","301","3",158577,6791767,NA,NA,NA,25.126677076759,200
"T3021_R3021","T3021","T3021","TTP","Kergamet","302","3",152835.5202,6791073.9522,"R3021","R3021","RES","Reservoir de Landudec","302","3",153732,6791864,NA,NA,NA,23.4165019638442,100
"T3031_R3031","T3031","T3031","TTP","Saint-Ronan","303","3",150454.0279,6791565.719,"R3031","R3031","RES","Reservoir de Karlaéron","303","3",150451,6791563,NA,NA,NA,24.1781911446259,250
"T4012_R4011","T4012","T4012","TTP","Fouesnant","401","4",176445,6777420,"R4011","R4011","RES","Réservoir de Kerourgué","401","4",176295,6777960,NA,NA,NA,38.6047313447257,200
"T4021_R4021","T4021","T4021","TTP","Benodet","402","4",171633.3444,6777166.9968,"R4021","R4021","RES","Réservoir de Bénodet","402","4",169267,6776946,NA,NA,NA,39.2459112307082,300
"T4022_R4021","T4022","T4022","TTP","Benodet","402","4",174074.6679,6778772.8979,"R4021","R4021","RES","Réservoir de Bénodet","402","4",169267,6776946,NA,NA,NA,37.3747099543208,100
"T4031_R4031","T4031","T4031","TTP","Clohars-Fouesnant","403","4",172514.8638,6780765.2124,"R4031","R4031","RES","Réservoir de Bellevue","403","4",173412,6780322,NA,NA,NA,29.1128253074401,200
"T4041_R4011","T4041","T4041","TTP",NA,"404","4",177121.1898,6779046.2598,"R4011","R4011","RES","Réservoir de Kerourgué","401","4",176295,6777960,NA,NA,NA,30.9970763762631,450
"T4041_R4041","T4041","T4041","TTP",NA,"404","4",177121.1898,6779046.2598,"R4041","R4041","RES","Réservoir Garen Seach","404","4",178731,6779798,NA,NA,NA,30.3629916713057,450
"T4051_R4051","T4051","T4051","TTP",NA,"405","4",179267.8176,6784082.5998,"R4051","R4051","RES","Réservoir de Lanvéron","405","4",179265,6784107,NA,NA,NA,36.559497347247,200
"T5011_501","T5011","T5011","TTP","Trevargan","501","5",163347.4306,6817137.1165,"501","501","URD","Trégarvan","501","5",163880.597709743,6817606.20906808,NA,NA,NA,26.2271131489836,100
"T5012_501","T5012","T5012","TTP","Trevargan","501","5",165265.717,6817080.2455,"501","501","URD","Trégarvan","501","5",163880.597709743,6817606.20906808,NA,NA,NA,16.0509553415427,100
"T5021_502","T5021","T5021","TTP","Saint-Nic","502","5",160168.0413,6815370.2159,"502","502","URD","Saint-Nic","502","5",159954.142853709,6814986.12304709,NA,NA,NA,23.1262750654835,100
"T5031_503","T5031","T5031","TTP","Dineault","503","5",164188.0255,6814596.0297,"503","503","URD","Dinéault","503","5",168438.65859893,6814964.18790196,NA,NA,NA,16.5190093762963,100
"T5032_503","T5032","T5032","TTP","Dineault","503","5",167278.378,6814113.1074,"503","503","URD","Dinéault","503","5",168438.65859893,6814964.18790196,NA,NA,NA,20.8448294576295,100
"T5041_504","T5041","T5041","TTP","Plomodiern","504","5",163509.1314,6811916.375,"504","504","URD","Plomodiern","504","5",164319.590001085,6811231.74586201,NA,NA,NA,25.1408209187961,100
"T5071_507","T5071","T5071","TTP","Saint-Segal","507","5",177190.0266,6816017.5416,"507","507","URD","Saint-Ségal","507","5",175208.296334568,6816362.14472976,NA,NA,NA,10.9564760013888,100
"T5091_509","T5091","T5091","TTP","Chateaulin","509","5",173699.6591,6809853.9191,"509","509","URD","Châteaulin","509","5",175165.611286764,6812701.90411421,NA,NA,NA,9.05133718946672,100
"T5111_511","T5111","T5111","TTP",NA,"511","5",171006.9234,6808787.2586,"511","511","URD","Cast","511","5",171286.211306641,6807019.18738507,NA,NA,NA,8.44009021696297,100
"T5121_512","T5121","T5121","TTP","Cast","512","5",185727.1752,6820066.9512,"512","512","URD","Pleyben","512","5",182774.785785997,6815940.17420926,NA,NA,NA,35.7169078623699,100
"T5131_513","T5131","T5131","TTP",NA,"513","5",189574,6817306,"513","513","URD","Le Cloître Pleyben","513","5",188809.2738069,6817710.40190098,NA,NA,NA,36.3320526822438,100
"T5151_R5151","T5151","T5151","TTP","Lothey","515","5",178418.4144,6807880.2608,"R5151","R5151","RES","Réservoir de Menez Krullu","515","5",177954.620143,6808870.27063,NA,NA,NA,21.7599181007844,100
"T5161_R5161","T5161","T5161","TTP","Gouézec","516","5",182109.1297,6808061.7798,"R5161","R5161","RES","Réservoir du Bourg","516","5",182088.232939,6808077.4119,NA,NA,NA,24.6184527566,100
"T5162_R5161","T5162","T5162","TTP","Gouézec","516","5",179035.7167,6807355.6059,"R5161","R5161","RES","Réservoir du Bourg","516","5",182088.232939,6808077.4119,NA,NA,NA,24.5305260103199,100
"T5171_517","T5171","T5171","TTP",NA,"517","5",186962.722,6820971.206,"517","517","URD","Lannedern","517","5",188657.790923983,6821154.72457839,NA,NA,NA,40.2741759561798,100
"T6011_601","T6011","T6011","TTP","Quemeneven","601","6",167364.2714,6803389.434,"601","601","URD","Quéménéven","601","6",169120.871753047,6803775.29286428,NA,NA,NA,17.8138010619024,100
"T6021_602","T6021","T6021","TTP","Locronan","602","6",165365.6502,6802509.4278,"602","602","URD","Locronan","602","6",163787.534107518,6802031.51526491,NA,NA,NA,17.0957247638064,100
"T6051_604","T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,"604","604","URD","Guengat","604","6",164481.922601343,6795625.06356933,NA,NA,NA,8.31818992425494,200
"T6051_605","T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,"605","605","URD","Plonéis","605","6",163189.551693076,6792381.7374172,NA,NA,NA,4.17225059000879,200
"T6051_R2031","T6051","T6051","TTP","Ploneis","605","6",163066.1742,6792459.4062,"R2031","R2031","RES","Réservoir du Moulin (Le Juch)","203","2",160775,6795343,NA,NA,NA,4.17225059000879,200
"T6061_606","T6061","T6061","TTP","Plomelin","606","6",167741.7492,6785579.6328,"606","606","URD","Plomelin","606","6",166832.105698413,6783648.93644323,NA,NA,NA,21.6733882951919,200
"T6071_607","T6071","T6071","TTP","Pluguffan","607","6",165630.3717,6789168.1198,"607","607","URD","Pluguffan","607","6",164416.588862257,6787927.23581394,NA,NA,NA,23.546896369986,200
"T6101_609","T6101","T6101","TTP","Edern","610","6",182684.9478,6801277.9313,"609","609","URD","Briec","609","6",178034.071447081,6800262.81841015,NA,NA,NA,6.09225724435428,200
"T6101_610","T6101","T6101","TTP","Edern","610","6",182684.9478,6801277.9313,"610","610","URD","Edern","610","6",182717.227947833,6802708.92645351,NA,NA,NA,6.09225724435428,200
"T6102_610","T6102","T6102","TTP","Edern","610","6",184749.7461,6802912.4223,"610","610","URD","Edern","610","6",182717.227947833,6802708.92645351,NA,NA,NA,8.53959512105097,100
"T6111_611","T6111","T6111","TTP",NA,"611","6",176737.236,6799958.7184,"611","611","URD","Landrévarzec","611","6",173946.469559406,6800166.66580166,NA,NA,NA,5.72586065784226,100
"T6121_612","T6121","T6121","TTP","Landulal","612","6",181764.5918,6797218.0663,"612","612","URD","Landudal","612","6",180829.35211572,6795877.37776432,NA,NA,NA,0,100
"T6131_613","T6131","T6131","TTP","Langolen","613","6",185368.4632,6798367.4835,"613","613","URD","Langolen","613","6",185553.207300779,6797410.7738982,NA,NA,NA,0,100
"T6141_608","T6141","T6141","TTP","Quimper","614","6",169798.6836,6792232.9291,"608","608","URD","Ergué-Gabéric","608","6",178161.159119172,6791151.44620519,NA,NA,NA,16.7347182372197,1200
"T6141_614","T6141","T6141","TTP","Quimper","614","6",169798.6836,6792232.9291,"614","614","URD","Quimper","614","6",171831.25532953,6790031.36522016,NA,NA,NA,0,1200
"T6141_R6141","T6141","T6141","TTP","Quimper","614","6",169798.6836,6792232.9291,"R6141","R6141","RES","Réservoir de Cuzon","614","6",173081,6790894,NA,NA,NA,1.99046610074641,1200
"T6142_614","T6142","T6142","TTP","Quimper","614","6",169920.709,6790246.2069,"614","614","URD","Quimper","614","6",171831.25532953,6790031.36522016,NA,NA,NA,0,450
"T7001_R7001","T7001","T7001","TTP","0","700","7",174849.1038,6811515.348,"R7001","R7001","RES","Réservoir de Dinéault","700","7",171309,6812671,NA,NA,NA,21.8326690635021,800
"T7001_R7002","T7001","T7001","TTP","0","700","7",174849.1038,6811515.348,"R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,NA,NA,NA,0,800
"T7002_R7002","T7002","T7002","TTP","0","700","7",175893.3367,6810433.6735,"R7002","R7002","RES","Réservoir de Cast (Réservoir de Ménez Quelc'h)","700","7",173972,6808029,NA,NA,NA,0,1200
